target,feature1,feature2,feature3,feature4
0,-78.85204425,393.1809507,192.7212606,15
1,233.5651889,341.4174651,21.99575337,12
4,-283.7501662,395.0218216,301.380276,10
3,372.6821984,353.1304829,-16.13986882,16
4,477.4503858,347.9667898,-80.19771557,10
3,-68.5378361,364.3809721,183.0881829,14
0,-514.5764503,301.4863629,398.7567102,17
1,470.1281767,384.7841623,-82.94088922,13
5,1104.336704,411.0362531,-378.6992029,19
4,-88.06437024,271.1368338,162.2416198,19
5,387.9450646,428.4908115,-18.74773351,17
3,-103.9018779,277.7779307,149.7916841,14
5,-199.6429359,397.3391923,281.8223704,11
3,-129.5509594,393.1773416,230.4338319,11
5,-610.1571264,272.131971,410.9809428,11
1,-537.2739098,230.2445261,369.8116586,17
0,-157.6172163,380.226904,245.974356,18
3,-199.5989168,313.0759245,218.6802745,14
3,-253.7208961,251.8491497,234.5263793,15
1,149.5638456,402.6676777,108.3309941,14
4,313.8081153,340.1939879,-22.64854161,10
4,630.9974668,293.4343036,-205.5465478,10
5,770.3355138,307.7693617,-257.874015,11
0,882.9704121,373.2636841,-288.8447196,12
5,-140.62035,383.7483819,249.4407528,17
5,303.3534931,403.9511069,27.3651593,12
1,-48.05897497,383.9406266,203.58054,13
5,287.3548631,457.7509729,55.87865805,16
5,639.598387,313.3090724,-200.5752262,15
1,294.9514043,488.2567828,51.96734629,15
0,-220.8721098,366.2273786,272.1032373,15
3,-25.32445186,238.9484176,87.06313235,12
5,819.8369138,340.3559114,-260.1396178,12
5,-1.569352145,345.3466904,124.6160521,15
5,681.8932473,346.2382992,-193.1939269,15
5,576.869962,410.6329221,-105.8386313,17
1,-223.5789001,392.9174932,262.4583035,18
3,163.6178511,293.5346117,53.51145116,17
5,-609.6771707,317.8935116,434.0124611,14
0,357.7555797,466.5600645,33.85795279,18
4,75.51628874,470.7027044,178.0399968,19
1,150.335869,313.461504,57.22354178,13
5,-153.8252923,365.3737279,221.829377,11
0,318.6647487,440.2576878,24.15905149,14
5,-103.246627,340.7612074,207.6484318,19
1,-85.29501281,305.6273248,160.4190904,17
3,-66.95248084,480.5439986,259.953313,18
1,531.5457935,399.1409777,-107.4906191,16
5,513.5914686,232.4766403,-173.5668421,16
1,527.4809054,404.90276,-83.56697734,18
3,-117.4730294,386.2808309,207.0688969,12
4,191.279219,363.5166836,72.94874313,15
1,264.4048794,240.9578894,-60.69205342,11
4,615.4566706,375.1877823,-137.5231702,12
5,230.4428158,437.4757376,70.85324253,18
3,30.55565348,328.0874566,120.6785395,11
3,-73.76169596,370.5248682,200.2007616,13
0,498.6356997,313.7955078,-124.2856036,10
3,-424.515943,269.9914746,313.5791195,15
0,426.0487958,418.9665462,-41.78780547,13
4,228.1798671,367.7895898,31.8135802,10
4,907.8930496,407.1876803,-270.4005411,18
4,-137.5491483,231.980547,173.3984287,13
1,-75.53411201,420.805345,213.6623746,15
1,542.464101,338.8609484,-121.7039274,11
3,-243.7664535,312.8909313,252.9779192,14
4,107.3395418,214.3779773,40.23037924,14
4,-369.7858526,323.0932877,352.7371186,19
1,-315.5454662,327.5053688,277.0406256,10
5,236.0387897,392.9789215,41.26093475,17
0,425.4889423,308.2142141,-85.42737183,19
3,642.6950872,409.5938462,-133.6857991,19
3,-8.200562056,181.4232002,43.76496525,11
0,-532.3385216,347.6310084,413.4534441,18
4,-318.5568077,244.9224061,255.0831522,10
5,808.8526347,313.0398036,-265.3270841,12
3,336.5348002,356.5546079,-13.22681505,10
5,598.9383417,456.405457,-86.84792035,11
4,317.0386688,325.8902717,-12.99366844,16
1,-168.5695661,347.4521521,226.1042632,17
1,-308.9441094,383.2359451,330.2863414,12
4,-251.4059281,496.4567166,333.1299695,13
1,360.6773255,325.7907518,-49.7008211,18
0,-161.4537702,274.9222515,197.0116155,12
4,-734.5112457,321.9390119,501.0834595,18
5,628.1240438,209.0022293,-231.960096,13
3,36.79178571,401.5158638,156.3937505,13
4,-271.5099403,284.4720375,253.4963055,17
5,206.6551077,327.0496912,24.9187119,10
3,-7.793249305,317.8879561,152.3474268,19
1,-246.0006325,326.7117238,266.2011731,10
5,113.3097716,334.8688466,96.15592463,15
1,186.9694291,320.6282289,48.45083037,12
4,96.34167791,374.8914625,101.4056277,11
4,376.6341209,358.8300447,-40.35242109,11
3,-629.6355796,421.270852,490.2131286,17
0,-299.4932372,489.7610556,358.1343302,17
4,335.2158984,341.3549319,-30.64792458,10
4,-557.2954123,284.1208361,406.783789,17
1,319.801486,383.9736777,-1.086745522,13
1,-328.9864977,273.4251728,267.7158757,10
5,219.1133494,360.6394472,55.69350304,15
3,-127.4476057,228.0994395,134.4630241,10
0,625.2542581,388.9428348,-169.0592951,17
5,911.3367047,347.7325917,-310.5078021,10
1,-352.6138213,227.1674626,277.0101713,18
1,-378.6887838,303.9225723,307.7088534,11
4,588.419633,271.4245529,-199.0868181,17
4,58.53650914,302.3996187,101.7126948,12
4,-671.2053214,347.4287125,483.5251432,17
5,-87.03149627,387.2749902,213.6955712,19
4,52.81750142,379.7242982,138.3031721,15
5,127.8038539,217.2662569,7.396899569,12
0,481.0787413,383.7779153,-94.42468081,11
0,-810.2270031,326.658528,542.4247218,16
3,277.2134594,400.5969615,64.88959895,18
4,146.1744878,387.0784791,86.1171353,15
0,303.5790545,276.6024712,-33.1810842,13
1,34.21596925,396.4454003,135.1412944,15
3,-84.68403706,429.7386257,240.8023394,16
5,54.08729157,369.8996855,137.059956,14
4,-181.2629545,209.9103814,171.7517409,14
0,1024.572662,336.0089715,-388.8376649,14
1,-149.6895489,293.1779619,199.2378706,15
4,-4.174113141,303.7167899,130.3530139,18
5,365.0338881,298.0689597,-60.83903984,12
4,1183.814435,449.2561051,-408.3056225,12
0,611.5073483,404.4145956,-138.9665272,11
4,-606.932313,488.2776796,517.3197355,12
4,565.3304117,352.2770423,-127.0152075,16
4,-242.7490251,336.0789551,291.1468319,19
4,376.3489739,380.1560464,-31.00296866,14
0,-30.41770866,343.7596993,162.7055911,19
4,-110.3535792,306.8722463,186.0701834,19
4,63.54933018,411.3516509,131.1048256,10
5,216.7566997,461.8897624,95.39744665,14
5,223.0444966,328.7618605,13.80313686,10
3,-142.4471544,288.0279673,181.4475904,19
5,152.5445431,303.3304499,53.98078826,15
4,-621.700943,280.3820671,419.3463229,13
4,-44.29865519,392.8392139,187.1610082,13
3,-122.7560607,360.7714455,232.2561958,18
5,-117.5529741,303.3955874,164.8155565,11
4,16.6988063,309.3016166,127.8548879,14
0,-553.0815612,306.4822915,394.9870426,10
5,968.7313787,412.0998722,-287.3618036,15
3,-557.9203625,344.6209983,399.995334,10
0,120.6660711,472.1122127,148.0839868,10
1,-337.1125278,389.3502077,333.4432937,17
1,731.6689593,285.4684218,-250.5548858,10
4,543.7473715,294.6274237,-138.3704434,13
4,415.0480425,330.0273106,-68.44611131,16
0,-206.2923105,283.8920744,219.2592014,18
4,804.2446804,377.8622292,-224.1757108,19
3,105.669481,318.5229794,75.03761191,11
5,179.2857275,257.9402663,38.73046213,19
4,-521.8156561,465.3449627,464.8706427,12
3,1113.509242,344.9530907,-399.1482748,17
1,86.21086723,352.0044007,118.7695972,13
3,-122.2726571,385.0183234,236.387292,17
5,181.5477983,320.791643,61.85157776,14
4,-45.7927421,416.543459,194.7489386,11
5,-540.9966521,175.4006531,355.0124427,17
1,-262.8470618,301.4073006,267.3060319,11
3,659.897655,254.2499547,-224.0649989,19
0,-560.4553998,261.2371017,382.9210432,17
5,697.7641223,287.4645208,-216.3699476,14
3,780.2003775,307.5503311,-253.2305553,14
3,1.001115067,353.8496851,139.3901075,14
1,-91.36256439,253.3412414,140.4742865,13
1,55.29279679,476.6131285,167.5572299,10
3,-960.6070381,243.6527119,575.8313216,13
5,-487.6421355,363.666629,416.9136826,19
1,818.726188,309.3522586,-273.3105657,19
3,343.7156178,417.6307178,31.65317129,16
0,-25.07520928,363.195001,175.2610162,18
5,-990.5176426,220.4191963,582.1772354,11
1,-385.8156688,215.4594684,294.6305876,19
1,591.5755252,341.9155212,-156.7576287,15
3,782.8558604,429.2454858,-199.3365279,13
3,-266.9487465,415.3662231,316.8242475,15
4,13.59507713,234.4635062,94.16326493,15
4,-75.70914976,435.2538571,224.1098492,11
1,-154.862488,397.977012,241.4692005,10
4,-135.8792005,439.9793888,282.5627526,19
5,491.4672546,287.4285755,-103.8295112,18
3,77.15129428,172.366998,12.86026165,11
1,157.4186174,293.0964455,52.66764526,12
5,650.319932,450.6354249,-123.6397874,13
0,70.25388457,351.2849965,116.1968022,19
0,-479.758432,230.2690666,,19
5,552.444654,389.4840533,-99.33870573,13
3,337.3005455,392.5681398,-2.986688374,12
3,22.49944587,350.3624035,112.5490588,13
4,908.9976118,356.7978101,-314.4790018,10
4,272.9168941,289.1819003,-1.341645511,19
1,634.9432015,235.209358,-228.9129189,16
4,-51.30386717,402.2171198,187.8890155,16
5,146.2542402,255.3936174,32.79096498,11
3,-160.1564881,322.8254252,211.4552474,13
4,961.5449052,308.7995824,-356.5662382,11
5,-406.9040424,349.3363418,350.0599261,10
5,549.2348483,244.8223212,-188.855803,18
0,210.7690144,392.5977796,56.13309446,10
5,-63.78570493,366.1466508,187.169865,12
5,690.3773924,390.5088956,-179.3270187,10
1,504.3965585,355.5483409,-114.232442,10
4,718.293144,232.0673833,-262.5939183,17
4,-175.3120279,356.0734794,223.8363324,10
5,-393.0430313,288.654344,320.8036358,12
0,-452.299937,385.8149704,399.0869388,16
1,-499.3630539,325.655995,393.6739999,13
5,-176.1691596,351.590605,246.403491,14
5,-91.3239821,343.9099948,190.3163283,10
0,103.2152819,288.0809837,74.58421763,16
3,380.3099708,349.5571451,-58.29851294,14
0,-256.5212124,436.3663136,310.867149,16
1,348.0403651,365.2277423,-27.85725871,11
5,-170.0175124,281.5465719,201.2399205,11
5,1318.73246,341.8635996,-508.3431479,19
4,-392.8950025,306.8734653,345.3725179,14
0,459.5761174,322.797439,-90.64596598,18
3,-199.9297047,528.2108743,333.7952816,12
1,-201.2463812,339.4555238,248.5473768,10
4,21.64391357,381.2046956,158.8534456,14
5,389.2166196,420.2216118,-20.11222688,10
1,234.1293044,268.7505884,-6.44485856,16
5,126.7219781,435.195974,136.8553648,17
4,382.5045187,397.435378,-10.40571431,16
1,474.8673773,393.3883235,-47.15232798,11
4,-1220.682339,286.4373438,731.3123942,10
4,-17.84351669,389.0860609,176.751305,13
3,229.2871198,308.943406,-10.21886762,15
5,-454.6676924,201.4031419,302.1171553,15
1,-220.1963369,267.5669012,229.8867026,16
3,-185.487985,325.8233808,220.841516,15
5,75.32298692,415.3373315,138.6916988,16
0,-152.675874,149.2349893,135.6354857,16
4,21.91231957,296.4004899,97.44955264,10
0,-99.52810698,327.5449296,180.688773,19
4,-236.1034604,359.5926597,265.1754608,13
3,-143.5052157,229.1751862,176.3057277,19
1,-252.2027822,379.4312086,,17
3,-183.3311221,275.1218776,210.0981857,12
0,374.4745237,373.3509201,-48.47557093,10
1,-330.7408151,272.3904185,280.7833649,18
4,-522.0223234,230.7811294,326.9930132,11
5,-346.5970391,294.9717808,307.7804488,15
4,349.4580077,257.5083096,-65.52034972,16
0,214.6309203,224.7531211,-21.49800438,12
1,250.7142062,280.2074261,-12.78763403,18
3,-119.5594445,221.7944262,142.0399094,12
1,-611.4651577,373.0529218,435.7581103,10
4,565.1972717,431.5200977,-86.84791145,12
5,94.21345989,342.6777793,100.0788831,11
1,48.37784489,345.6514035,118.7130597,11
1,491.4214261,275.9461478,-130.3406631,12
5,-211.0111816,190.5304728,169.6594046,12
4,540.1597549,395.5709268,-108.6069482,12
0,62.91461097,325.2943646,108.3563356,10
0,130.0874176,298.3131913,46.61058638,11
5,703.6063627,297.2699388,-232.1188055,10
0,72.52964391,250.5941545,43.36612812,14
0,550.6859237,310.1599017,-143.4337726,15
4,126.0792929,358.1957277,83.31938807,11
3,451.8536467,410.8151855,-56.42159812,10
1,311.2192107,340.1628121,-5.115911557,10
5,60.94992981,350.7890762,132.2846044,18
3,88.04030993,331.898622,103.0992159,18
4,-176.9025824,322.8450098,209.6832172,15
4,-186.8431302,298.5449311,197.4161613,10
0,410.6927307,399.3705201,-27.00559995,12
0,93.81051818,305.042261,61.55770652,10
4,138.6462841,333.0723551,79.85079613,17
0,-382.3944445,505.5092953,406.6184516,17
0,917.635966,350.8214457,-327.0587139,10
0,-267.8349632,375.9603977,257.5561713,10
1,124.9585641,455.1625008,122.8970869,11
0,859.9196557,312.8772675,-282.7936567,16
1,725.6867048,363.5795243,-231.2646194,11
5,-145.8732966,394.1111236,248.8483951,17
1,361.3965435,391.4882931,-9.947934062,17
0,11.77944917,356.0320102,145.1033678,15
5,31.36063155,392.9272717,148.7012626,14
5,779.3926558,252.9436254,-274.9649109,14
0,-355.2955468,302.6292478,277.3654776,12
0,-365.8298156,447.481545,372.8222739,16
0,-342.0706801,388.8030164,347.1231648,16
0,-310.5311865,349.0588683,303.5625885,14
3,721.5607348,349.4322304,-222.0613284,16
5,-160.4595767,287.7170864,190.8321123,13
4,-498.5900769,376.1568248,429.6508146,14
4,241.3347689,445.3868587,81.05726081,15
3,234.0982957,381.8072995,52.15371233,15
5,-497.7682024,420.6963369,435.5556109,14
3,292.6048375,419.7559649,44.76574516,15
4,40.91493525,285.0214038,99.57745291,15
1,-130.7621865,436.3828327,256.8259843,15
3,771.3060922,368.1427375,-218.1685765,19
3,94.81537518,433.9116807,136.1323454,12
4,-253.3012173,502.4081422,356.537964,19
0,196.7111721,308.6880151,46.09123389,13
5,689.7514046,406.0550528,-156.0772187,14
1,13.83782567,234.3439475,92.81794679,18
0,149.8764591,426.0016737,125.3985331,18
5,-194.5676503,259.0982204,199.7800425,17
3,-299.9444468,388.3827878,319.4701659,16
0,-32.31333878,395.6269409,193.3538461,10
5,164.9323351,335.6314146,66.366691,13
4,-440.2820004,326.2852186,336.3709617,11
0,93.07766447,388.8196437,137.9797188,19
5,124.0338986,307.8387217,58.01426442,10
0,-109.5225086,406.3394232,203.25875,13
5,-213.973433,295.379656,215.7750734,13
0,-269.507947,439.0760093,319.6636368,11
3,-202.1228694,265.754395,203.6629487,16
5,758.244691,286.9956255,-281.2450154,10
4,-174.8377079,311.0819552,201.4365316,14
0,-44.43968358,289.5751239,148.177432,16
5,168.9365412,319.1284089,65.53052899,11
0,508.7913812,300.1658641,-142.2217236,17
1,1028.128248,321.0252842,-366.1113046,19
5,308.8622648,366.2246706,-7.383041772,11
5,410.2392539,312.2002458,-74.00397185,13
4,164.2098932,357.9909167,75.86410144,17
0,30.92101397,309.9805005,124.4976442,19
5,139.5071306,282.2123394,30.3006265,11
1,99.40119498,416.5035218,136.6804378,16
3,620.5601223,351.2669902,-151.1815341,18
5,-632.9540451,287.4834637,441.2471873,12
5,154.0845713,420.0809031,85.49304358,11
0,-345.3305986,360.5938014,337.6279044,17
5,392.9026639,395.7338895,-32.62476785,12
0,397.3787401,378.7636143,-16.46981197,15
5,444.3838538,436.7313486,-39.45793743,18
1,1.164095905,266.3224477,96.34507724,11
5,180.8352126,323.5729015,38.02344732,16
4,465.8846381,361.6869304,-85.41056131,12
4,293.1544209,341.9658742,-11.9390159,18
5,831.8269028,420.4556927,-219.97486,18
5,227.862181,293.1894486,20.86445982,17
3,-423.5012468,440.6852945,418.0456863,19
4,191.4667841,298.9262364,16.89747239,12
0,245.6197479,311.3187767,-0.649763958,13
1,52.83360134,274.4482939,90.83901331,16
5,-462.4565212,327.3868156,375.2736965,13
5,-14.84640154,412.4147324,189.5239437,10
4,147.6464303,323.1262921,42.70977956,10
3,-15.33163226,314.4252632,112.3220572,10
3,-437.5617607,318.8482724,338.2107183,14
0,91.7399553,376.6022204,125.8682152,11
3,736.6499818,299.0827375,-251.6647361,14
0,291.0435144,397.0109764,25.1341611,10
0,-314.8806749,241.5332738,249.2432949,17
3,-166.8083987,420.0744618,260.7299421,12
3,110.5717268,301.7764969,74.00074932,18
3,11.01528944,355.8691415,169.2757624,17
0,-351.2386488,234.8274009,252.7345587,11
5,344.0005727,296.8408801,-52.30615318,17
0,144.4937396,310.7855757,69.49479194,10
5,512.0681711,319.7089339,-125.905751,14
3,-722.2344967,272.8634437,454.4033841,13
0,80.57647684,416.529552,144.964092,15
1,-322.9279972,309.4094453,289.2668126,13
3,17.47455378,368.2955935,132.7839203,13
5,276.9482928,372.3931611,36.32036168,12
0,47.31583581,233.837241,73.30824601,13
3,630.0126477,285.1238281,-201.4215684,12
4,940.9110708,423.8882765,-262.8761886,14
5,-275.5498072,186.0035497,198.0210909,16
3,231.0112033,293.5187886,-1.552813355,11
4,711.3061494,440.0429342,-170.9379291,15
3,678.2440243,340.932392,-190.0304281,18
4,159.5738475,322.2674957,59.22232242,19
3,182.0766977,375.5551999,58.9272829,12
3,162.2779344,427.5568336,89.24692958,10
5,-107.8269604,317.7708831,191.1309452,15
3,174.8515346,441.4434125,98.21472906,11
1,-113.6903691,292.2448932,173.6352471,10
0,374.9243691,269.2642753,-65.96755678,13
1,271.3814887,292.5238184,-8.605607619,17
1,-27.35755846,399.219832,184.5078282,12
4,-36.08760676,350.5255042,179.1518847,11
1,66.74123015,319.1641567,115.6187942,19
4,409.6540102,328.1954941,-55.38599069,19
0,582.4546019,220.8448164,-218.8612564,13
4,595.5567623,373.4914995,-133.6739852,11
1,664.9424371,368.5063904,-197.2443003,12
4,513.9045618,324.3544095,-136.2353326,11
1,193.7084703,389.2887064,63.95824502,16
5,-160.7406331,392.1189231,232.0082978,11
1,-193.0466054,185.7670637,166.0236707,17
3,551.0595052,456.3722989,-96.87515841,11
5,1064.073618,336.2726564,-377.1623749,18
5,500.5058785,304.6985544,-142.1896218,16
0,-71.52155414,280.9904093,169.2435425,19
3,230.1508353,422.0846412,70.81892996,19
5,-267.7649761,389.6750789,315.8526523,15
5,101.4883572,267.5461532,41.27497261,10
0,40.8352231,287.1264488,111.8559915,16
4,222.9919022,355.9526676,46.30936498,17
0,-364.7025324,412.6447636,359.4404271,10
4,633.4471067,225.8108338,-244.9431928,10
3,415.1738467,284.0137959,-92.4775628,10
1,-45.17624232,296.5390273,144.0542164,18
4,-217.6413191,349.9117259,250.4720331,11
3,-15.65030494,295.9656065,134.263071,17
1,-552.5507076,481.3630022,485.2365359,11
5,389.6780573,302.6704358,-68.48031802,12
3,-49.89000249,368.0510124,189.9690425,15
0,293.3309236,303.3504021,-2.992085627,19
0,436.8904589,382.2655372,-54.1224548,17
4,-375.7823455,342.0431553,340.1209868,19
3,1119.828016,431.6137788,-370.2037959,15
1,-221.0149112,385.5754838,295.5692565,16
4,-252.7748709,351.7316194,270.5458687,15
0,-524.5171907,328.4780252,408.8951369,17
3,683.9322545,382.9548689,-189.0642964,13
4,-332.4896816,244.8285474,268.6037802,19
4,-376.459684,257.476301,292.5259767,12
1,422.1251939,473.5247573,-23.19199941,11
3,579.810615,481.8253596,-57.66914788,18
1,648.8414558,370.0406295,-165.9711481,17
4,-444.3433667,320.5812095,344.0437525,12
4,137.6111457,361.7830204,83.67931332,17
4,-195.4873335,335.1148827,247.3647654,16
3,578.6728871,356.5443726,-137.4561033,13
0,724.8273512,289.4954541,-247.6292897,16
3,-539.7156746,332.9158314,410.9716522,12
5,114.0642271,326.5820386,69.09710886,12
0,-170.64304,281.6704792,184.9110928,12
1,655.3068812,469.201982,-112.4949494,18
0,-252.8431187,203.5709521,206.0950513,12
5,-207.8104715,339.871843,241.9982553,10
4,-248.9342781,241.2844465,215.9551682,12
4,-485.6050347,264.988927,310.7866904,12
5,461.7242379,328.5817544,-110.9547452,12
1,-504.3294348,164.4147225,307.1201919,16
5,142.4891292,391.5242377,103.6876799,16
5,62.00745939,388.0235888,147.6874258,18
5,-581.4567577,223.1190114,367.7574053,17
4,257.9154086,341.7565594,9.374106001,14
4,653.7785602,268.1114577,-213.4672649,17
3,458.70496,379.2902679,-50.49906913,16
4,167.4970996,413.7603849,82.74544068,18
0,167.8307763,389.3039753,104.1320142,17
5,8.108946977,303.329996,110.5131512,11
1,-295.630294,261.5286217,253.6834337,11
0,329.4149743,328.2756088,-49.27534206,13
0,550.5891953,449.8988066,-84.21758089,13
1,-284.2675742,428.4147835,327.5560145,14
3,-139.3130765,307.9261392,206.0994345,12
3,263.9910004,309.9770231,-23.85944544,12
5,201.9758122,322.8907098,34.93374418,15
3,1313.431333,355.2320307,-501.9406447,18
1,-395.7200437,283.8301594,314.5500034,13
3,-196.4855988,350.6284692,233.7987855,14
4,-312.2369465,412.9160859,344.2224541,17
1,406.1464759,275.7119258,-95.41796618,17
0,-173.4703173,416.9869333,265.7544531,14
1,207.0435196,258.5502772,0.359839999,17
4,-547.9539013,278.5432374,386.5983651,13
1,-279.848963,263.2398473,227.6799766,12
4,75.84806949,351.2457587,110.7720834,17
4,97.18846232,276.0403271,51.34671659,11
5,-55.71473768,262.2690303,119.8269306,17
1,453.7942418,354.2322136,-70.63314879,13
4,18.67469758,412.924754,148.8684196,10
4,-114.2759025,376.7705428,215.5494705,15
0,-635.3794302,236.6671179,414.2453838,15
4,-24.91943078,351.244292,154.4433569,12
5,44.21241413,468.7709228,200.9673286,19
1,674.101444,313.4797584,-210.7016416,12
0,-28.14342108,298.8774738,133.7315377,19
0,-762.6566643,258.5327143,484.8642368,11
3,53.53458819,369.0342957,118.8515808,10
3,-262.6042376,329.5944868,263.8143955,11
5,-473.4313548,380.0030148,394.8902622,13
4,-104.2559587,226.3224098,137.4911888,13
1,-206.7176725,411.4322502,301.0648431,19
3,336.833676,432.7297836,20.28004628,10
4,-246.5243927,348.3238168,262.5227715,12
4,-476.9515301,370.22081,387.015135,15
3,-262.1382372,203.6108396,182.458029,12
1,569.311731,428.8421272,-99.58809081,14
5,35.56181028,383.6703053,144.1649456,15
4,-16.47346797,324.2001979,144.7075816,15
4,736.2040197,372.817044,-215.9780429,13
0,173.256722,327.3103967,45.54762443,19
0,234.3311547,364.9430884,36.7699972,18
5,-23.47543781,417.5273333,185.5347367,10
1,-415.9422674,442.0733894,398.2371275,15
3,360.3119383,301.7913167,-63.04504891,15
0,-355.4426142,308.197247,303.205982,10
5,603.3557804,298.8006869,-162.3845775,18
1,843.5957783,362.8436434,-258.213792,17
5,419.0975738,271.4425197,-85.17310693,17
5,462.434408,479.7227844,-22.33494653,18
1,358.2936512,277.4936773,-76.44994794,19
5,737.4627974,254.741369,-269.5821281,18
5,986.6168312,299.0872317,-358.049622,18
1,-200.6873819,293.2053157,242.9834958,16
0,891.5066696,138.0859177,-397.8840107,15
3,5.603210266,284.1045872,114.7922731,18
1,119.1487891,335.2088235,94.41889885,16
1,-149.4023572,212.2126052,161.7979476,14
0,-209.6156745,361.2498126,243.2032938,10
1,-266.3856025,406.5391109,332.3626072,10
4,-349.3390541,349.3222138,331.1897743,15
5,-51.6472536,387.3395998,193.1635608,12
5,722.8569201,216.7000086,-270.0944291,10
0,-70.73011523,314.541175,162.7827581,13
0,131.4124949,291.1555558,53.57687095,16
3,256.0910366,362.8821109,-2.315027467,10
0,-292.1616696,291.025623,276.7057605,19
4,62.33535866,272.9524912,95.88394895,15
5,-475.8714897,247.2007045,328.0790783,16
4,-37.34103067,403.6900898,186.840447,16
1,156.5398047,318.8932591,33.81558926,13
3,197.7107654,382.1733849,52.17219482,13
0,299.0431682,238.5091212,-51.17160861,16
1,-368.9848487,277.4318961,306.0351419,18
3,27.91792898,411.259933,155.0183827,17
3,-488.678744,356.2064765,382.2092983,13
0,-367.3619171,304.647457,309.7949548,13
1,-1.695933298,373.160805,146.0219601,13
3,443.5407986,292.8770834,-76.60953638,18
1,-94.33751429,469.705379,269.4958444,10
3,-622.1366237,233.1980418,390.440495,11
1,-17.03617575,434.7565457,206.9154323,15
1,533.043952,487.7555521,-58.82215979,13
0,699.1842661,369.5531891,-184.3119216,16
4,-713.5180059,266.5603808,464.3382318,17
3,671.8768398,477.6021157,-131.587816,16
3,171.9822808,345.7825678,57.53812111,16
0,151.8046546,367.1352373,68.59713576,10
0,1193.562178,447.8136914,-407.6450346,10
3,-173.9377792,415.8762771,282.1128147,13
4,533.6559254,382.3667343,-118.5970053,10
4,569.317505,288.6337232,-158.449078,10
5,98.94960602,317.4820188,76.88109691,16
4,-151.0648178,331.2296585,213.6435646,13
0,-262.8413494,286.749013,243.3990319,17
1,214.910945,399.1531525,62.00825885,14
1,447.0407384,368.368708,-56.67622912,11
3,-239.6990835,372.3854981,277.0571291,17
5,-103.9214167,418.6112052,241.9197246,14
1,334.9372389,270.8345232,-62.12067285,11
5,-1041.261194,350.3310848,661.2613899,13
3,-427.8040089,361.933718,380.0487853,14
3,-306.0201373,419.1036111,334.674926,12
0,768.6514462,438.0805761,-188.6889866,13
1,74.76626035,330.817039,102.7123223,19
0,332.5039672,390.3785981,-16.09202263,12
4,-408.6146236,407.1168163,377.6286352,12
5,-1223.171172,258.5355515,705.1882317,16
0,-361.540483,269.5260773,281.4830085,13
4,240.3565277,272.036475,7.217153229,18
3,970.6967842,329.0441615,-336.3072706,15
5,-207.1686285,241.4682222,203.1731841,13
0,367.2931347,320.5433577,-40.51731042,10
4,894.1919825,384.4492408,-289.3654915,10
5,-675.5614861,303.1061539,472.2278395,18
1,-14.64202171,392.0901215,160.9784434,10
3,232.8119689,331.9146911,16.59880086,16
5,-511.759669,390.1627662,412.7638721,19
4,611.665107,422.3776624,-122.9237386,15
4,724.8222745,258.7695278,-263.2471593,16
5,-512.0181005,321.5722458,376.1393987,11
5,-693.1623023,292.8488534,,12
5,-225.3085285,204.4147471,189.2326037,12
4,351.5918529,271.1921832,-69.92110345,17
4,85.18960697,182.6584363,22.46834418,15
3,-229.4996182,154.252048,156.4367291,16
5,-17.52876444,378.6206619,174.8358372,13
1,-312.2119759,224.6016158,237.8026023,15
0,-493.8411062,329.2208328,385.4901501,10
3,635.5304741,288.7422289,-188.4718858,18
4,-349.7122412,336.3574933,320.2819131,11
5,220.5644995,333.4163284,41.48398027,18
3,-298.9655737,338.8371358,276.512869,12
5,-225.7276554,306.5358992,244.8677521,13
3,-208.3417748,409.6457304,267.097135,11
5,210.9553019,355.5358649,34.73185775,17
4,-6.091730011,387.5941399,157.5597517,13
1,965.2215075,374.1350657,-327.3039252,17
5,269.9011197,443.0038304,45.13833307,11
5,-231.2130086,329.4417733,259.7433915,18
5,-175.8091349,282.8420713,201.9225626,13
5,188.9395854,358.6386694,60.32954973,17
3,-525.2009212,423.2531929,447.0864604,13
4,254.3559194,402.2797668,60.226393,15
4,547.0520125,323.6433519,-123.8207354,19
4,394.9446579,312.6641469,-79.97575606,10
5,537.337818,255.6619752,-160.0056724,19
3,546.2351876,387.8251579,-102.5243757,17
0,-37.63153496,272.3973409,157.2274298,16
4,772.7578445,213.3012877,-303.6790362,13
1,553.176642,298.696283,-150.5981357,14
4,221.9747727,455.7914914,87.32258702,19
0,843.8380871,486.983767,-219.1049135,11
1,149.540099,354.0255473,60.36350689,13
1,-567.7418376,255.9328354,382.6109228,18
3,310.0668169,281.6922967,-48.5606304,18
4,245.9601072,290.8241327,-6.944830933,10
0,792.4284437,311.724787,-274.8321493,17
4,43.50089673,311.590955,106.2420225,17
3,519.6116282,358.4256918,-94.12330775,13
0,-157.677952,234.5581299,169.4829698,10
3,660.3656056,314.3844988,-209.3641202,12
0,-315.4062932,336.6646904,306.1956357,18
0,540.9795091,356.2073907,-104.1921218,19
4,110.439692,352.1813238,95.16222031,18
0,-286.5085206,353.0101552,294.6348178,14
5,-81.72487239,146.2506472,92.84835252,12
4,-273.5208414,351.2976607,290.6684064,16
4,391.4165484,325.4702107,-62.53008134,11
1,57.72497693,305.630527,94.97850696,12
4,-266.6569759,309.0474386,272.1965633,16
3,674.3580908,238.837683,-239.617125,15
5,-11.43670762,311.7912972,133.3146072,14
